Day,Time,Classroom,Capacity
Monday,15:00,202,24
Monday,15:30,202,24
Monday,16:00,202,24
Monday,16:30,202,24
Monday,17:00,202,24
Monday,17:30,202,24
Monday,18:00,202,24
Monday,18:30,202,24
Monday,19:00,202,24
Monday,19:30,202,24
Monday,20:00,202,24
Monday,20:30,202,24
Monday,21:00,202,24
Monday,21:30,202,24
Tuesday,07:00,202,24
Tuesday,07:30,202,24
Tuesday,08:00,202,24
Tuesday,08:30,202,24
Tuesday,09:00,202,24
Tuesday,09:30,202,24
Tuesday,10:00,202,24
Tuesday,10:30,202,24
Tuesday,11:00,202,24
Tuesday,11:30,202,24
Tuesday,12:00,202,24
Tuesday,12:30,202,24
Tuesday,13:00,202,24
Tuesday,13:30,202,24
Tuesday,14:00,202,24
Tuesday,14:30,202,24
Tuesday,15:00,202,24
Tuesday,15:30,202,24
Tuesday,16:00,202,24
Tuesday,16:30,202,24
Tuesday,17:00,202,24
Tuesday,17:30,202,24
Tuesday,18:00,202,24
Tuesday,18:30,202,24
Tuesday,19:00,202,24
Tuesday,19:30,202,24
Tuesday,20:00,202,24
Tuesday,20:30,202,24
Tuesday,21:00,202,24
Tuesday,21:30,202,24
Wednesday,07:00,202,24
Wednesday,07:30,202,24
Wednesday,08:00,202,24
Wednesday,08:30,202,24
Wednesday,09:00,202,24
Wednesday,09:30,202,24
Wednesday,10:00,202,24
Wednesday,10:30,202,24
Wednesday,11:00,202,24
Wednesday,11:30,202,24
Wednesday,12:00,202,24
Wednesday,12:30,202,24
Wednesday,13:00,202,24
Wednesday,13:30,202,24
Wednesday,14:00,202,24
Wednesday,14:30,202,24
Wednesday,15:00,202,24
Wednesday,15:30,202,24
Wednesday,16:00,202,24
Wednesday,16:30,202,24
Wednesday,17:00,202,24
Wednesday,17:30,202,24
Wednesday,18:00,202,24
Wednesday,18:30,202,24
Wednesday,19:00,202,24
Wednesday,19:30,202,24
Wednesday,20:00,202,24
Wednesday,20:30,202,24
Wednesday,21:00,202,24
Wednesday,21:30,202,24
Thursday,07:00,202,24
Thursday,07:30,202,24
Thursday,08:00,202,24
Thursday,08:30,202,24
Thursday,09:00,202,24
Thursday,09:30,202,24
Thursday,10:00,202,24
Thursday,10:30,202,24
Thursday,11:00,202,24
Thursday,11:30,202,24
Thursday,12:00,202,24
Thursday,12:30,202,24
Thursday,13:00,202,24
Thursday,13:30,202,24
Thursday,14:00,202,24
Thursday,14:30,202,24
Thursday,15:00,202,24
Thursday,15:30,202,24
Thursday,16:00,202,24
Thursday,16:30,202,24
Thursday,17:00,202,24
Thursday,17:30,202,24
Thursday,18:00,202,24
Thursday,18:30,202,24
Thursday,19:00,202,24
Thursday,19:30,202,24
Thursday,20:00,202,24
Thursday,20:30,202,24
Thursday,21:00,202,24
Thursday,21:30,202,24
Friday,07:00,202,24
Friday,07:30,202,24
Friday,08:00,202,24
Friday,08:30,202,24
Friday,09:00,202,24
Friday,09:30,202,24
Friday,10:00,202,24
Friday,10:30,202,24
Friday,11:00,202,24
Friday,11:30,202,24
Friday,12:00,202,24
Friday,12:30,202,24
Friday,13:00,202,24
Friday,13:30,202,24
Friday,14:00,202,24
Friday,14:30,202,24
Friday,15:00,202,24
Friday,15:30,202,24
Friday,16:00,202,24
Friday,16:30,202,24
Friday,17:00,202,24
Friday,17:30,202,24
Friday,18:00,202,24
Friday,18:30,202,24
Friday,19:00,202,24
Friday,19:30,202,24
Friday,20:00,202,24
Friday,20:30,202,24
Friday,21:00,202,24
Friday,21:30,202,24
Saturday,07:00,202,24
Saturday,07:30,202,24
Saturday,08:00,202,24
Saturday,08:30,202,24
Saturday,09:00,202,24
Saturday,09:30,202,24
Saturday,10:00,202,24
Saturday,10:30,202,24
Saturday,11:00,202,24
Saturday,11:30,202,24
Saturday,12:00,202,24
Saturday,12:30,202,24
Saturday,13:00,202,24
Saturday,13:30,202,24
Saturday,14:00,202,24
Saturday,14:30,202,24
Saturday,15:00,202,24
Saturday,15:30,202,24
Saturday,16:00,202,24
Saturday,16:30,202,24
Saturday,17:00,202,24
Saturday,17:30,202,24
Saturday,18:00,202,24
Saturday,18:30,202,24
Saturday,19:00,202,24
Saturday,19:30,202,24
Saturday,20:00,202,24
Saturday,20:30,202,24
Saturday,21:00,202,24
Saturday,21:30,202,24
Monday,07:00,203,24
Monday,07:30,203,24
Monday,08:00,203,24
Monday,08:30,203,24
Monday,09:00,203,24
Monday,09:30,203,24
Monday,10:00,203,24
Monday,10:30,203,24
Monday,11:00,203,24
Monday,11:30,203,24
Monday,12:00,203,24
Monday,12:30,203,24
Monday,13:00,203,24
Monday,13:30,203,24
Monday,14:00,203,24
Monday,14:30,203,24
Monday,15:00,203,24
Monday,15:30,203,24
Monday,16:00,203,24
Monday,16:30,203,24
Monday,17:00,203,24
Monday,17:30,203,24
Monday,18:00,203,24
Monday,18:30,203,24
Monday,19:00,203,24
Monday,19:30,203,24
Monday,20:00,203,24
Monday,20:30,203,24
Monday,21:00,203,24
Monday,21:30,203,24
Tuesday,07:00,203,24
Tuesday,07:30,203,24
Tuesday,08:00,203,24
Tuesday,08:30,203,24
Tuesday,09:00,203,24
Tuesday,09:30,203,24
Tuesday,10:00,203,24
Tuesday,10:30,203,24
Tuesday,11:00,203,24
Tuesday,11:30,203,24
Tuesday,12:00,203,24
Tuesday,12:30,203,24
Tuesday,13:00,203,24
Tuesday,13:30,203,24
Tuesday,14:00,203,24
Tuesday,14:30,203,24
Tuesday,15:00,203,24
Tuesday,15:30,203,24
Tuesday,16:00,203,24
Tuesday,16:30,203,24
Tuesday,17:00,203,24
Tuesday,17:30,203,24
Tuesday,18:00,203,24
Tuesday,18:30,203,24
Tuesday,19:00,203,24
Tuesday,19:30,203,24
Tuesday,20:00,203,24
Tuesday,20:30,203,24
Tuesday,21:00,203,24
Tuesday,21:30,203,24
Wednesday,07:00,203,24
Wednesday,07:30,203,24
Wednesday,08:00,203,24
Wednesday,08:30,203,24
Wednesday,09:00,203,24
Wednesday,09:30,203,24
Wednesday,10:00,203,24
Wednesday,10:30,203,24
Wednesday,11:00,203,24
Wednesday,11:30,203,24
Wednesday,12:00,203,24
Wednesday,12:30,203,24
Wednesday,13:00,203,24
Wednesday,13:30,203,24
Wednesday,14:00,203,24
Wednesday,14:30,203,24
Wednesday,15:00,203,24
Wednesday,15:30,203,24
Wednesday,16:00,203,24
Wednesday,16:30,203,24
Wednesday,17:00,203,24
Wednesday,17:30,203,24
Wednesday,18:00,203,24
Wednesday,18:30,203,24
Wednesday,19:00,203,24
Wednesday,19:30,203,24
Wednesday,20:00,203,24
Wednesday,20:30,203,24
Wednesday,21:00,203,24
Wednesday,21:30,203,24
Thursday,07:00,203,24
Thursday,07:30,203,24
Thursday,08:00,203,24
Thursday,08:30,203,24
Thursday,09:00,203,24
Thursday,09:30,203,24
Thursday,10:00,203,24
Thursday,10:30,203,24
Thursday,11:00,203,24
Thursday,11:30,203,24
Thursday,12:00,203,24
Thursday,12:30,203,24
Thursday,13:00,203,24
Thursday,13:30,203,24
Thursday,14:00,203,24
Thursday,14:30,203,24
Thursday,15:00,203,24
Thursday,15:30,203,24
Thursday,16:00,203,24
Thursday,16:30,203,24
Thursday,17:00,203,24
Thursday,17:30,203,24
Thursday,18:00,203,24
Thursday,18:30,203,24
Thursday,19:00,203,24
Thursday,19:30,203,24
Thursday,20:00,203,24
Thursday,20:30,203,24
Thursday,21:00,203,24
Thursday,21:30,203,24
Friday,07:00,203,24
Friday,07:30,203,24
Friday,08:00,203,24
Friday,08:30,203,24
Friday,09:00,203,24
Friday,09:30,203,24
Friday,10:00,203,24
Friday,10:30,203,24
Friday,11:00,203,24
Friday,11:30,203,24
Friday,12:00,203,24
Friday,12:30,203,24
Friday,13:00,203,24
Friday,13:30,203,24
Friday,14:00,203,24
Friday,14:30,203,24
Friday,15:00,203,24
Friday,15:30,203,24
Friday,16:00,203,24
Friday,16:30,203,24
Friday,17:00,203,24
Friday,17:30,203,24
Friday,18:00,203,24
Friday,18:30,203,24
Friday,19:00,203,24
Friday,19:30,203,24
Friday,20:00,203,24
Friday,20:30,203,24
Friday,21:00,203,24
Friday,21:30,203,24
Saturday,07:00,203,24
Saturday,07:30,203,24
Saturday,08:00,203,24
Saturday,08:30,203,24
Saturday,09:00,203,24
Saturday,09:30,203,24
Saturday,10:00,203,24
Saturday,10:30,203,24
Saturday,11:00,203,24
Saturday,11:30,203,24
Saturday,12:00,203,24
Saturday,12:30,203,24
Saturday,13:00,203,24
Saturday,13:30,203,24
Saturday,14:00,203,24
Saturday,14:30,203,24
Saturday,15:00,203,24
Saturday,15:30,203,24
Saturday,16:00,203,24
Saturday,16:30,203,24
Saturday,17:00,203,24
Saturday,17:30,203,24
Saturday,18:00,203,24
Saturday,18:30,203,24
Saturday,19:00,203,24
Saturday,19:30,203,24
Saturday,20:00,203,24
Saturday,20:30,203,24
Saturday,21:00,203,24
Saturday,21:30,203,24
Monday,07:00,204,24
Monday,07:30,204,24
Monday,08:00,204,24
Monday,08:30,204,24
Monday,09:00,204,24
Monday,09:30,204,24
Monday,10:00,204,24
Monday,10:30,204,24
Monday,11:00,204,24
Monday,11:30,204,24
Monday,12:00,204,24
Monday,12:30,204,24
Monday,13:00,204,24
Monday,13:30,204,24
Monday,14:00,204,24
Monday,14:30,204,24
Monday,15:00,204,24
Monday,15:30,204,24
Monday,16:00,204,24
Monday,16:30,204,24
Monday,17:00,204,24
Monday,17:30,204,24
Monday,18:00,204,24
Monday,18:30,204,24
Monday,19:00,204,24
Monday,19:30,204,24
Monday,20:00,204,24
Monday,20:30,204,24
Monday,21:00,204,24
Monday,21:30,204,24
Tuesday,07:00,204,24
Tuesday,07:30,204,24
Tuesday,08:00,204,24
Tuesday,08:30,204,24
Tuesday,09:00,204,24
Tuesday,09:30,204,24
Tuesday,10:00,204,24
Tuesday,10:30,204,24
Tuesday,11:00,204,24
Tuesday,11:30,204,24
Tuesday,12:00,204,24
Tuesday,12:30,204,24
Tuesday,13:00,204,24
Tuesday,13:30,204,24
Tuesday,14:00,204,24
Tuesday,14:30,204,24
Tuesday,15:00,204,24
Tuesday,15:30,204,24
Tuesday,16:00,204,24
Tuesday,16:30,204,24
Tuesday,17:00,204,24
Tuesday,17:30,204,24
Tuesday,18:00,204,24
Tuesday,18:30,204,24
Tuesday,19:00,204,24
Tuesday,19:30,204,24
Tuesday,20:00,204,24
Tuesday,20:30,204,24
Tuesday,21:00,204,24
Tuesday,21:30,204,24
Wednesday,07:00,204,24
Wednesday,07:30,204,24
Wednesday,08:00,204,24
Wednesday,08:30,204,24
Wednesday,09:00,204,24
Wednesday,09:30,204,24
Wednesday,10:00,204,24
Wednesday,10:30,204,24
Wednesday,11:00,204,24
Wednesday,11:30,204,24
Wednesday,12:00,204,24
Wednesday,12:30,204,24
Wednesday,13:00,204,24
Wednesday,13:30,204,24
Wednesday,14:00,204,24
Wednesday,14:30,204,24
Wednesday,15:00,204,24
Wednesday,15:30,204,24
Wednesday,16:00,204,24
Wednesday,16:30,204,24
Wednesday,17:00,204,24
Wednesday,17:30,204,24
Wednesday,18:00,204,24
Wednesday,18:30,204,24
Wednesday,19:00,204,24
Wednesday,19:30,204,24
Wednesday,20:00,204,24
Wednesday,20:30,204,24
Wednesday,21:00,204,24
Wednesday,21:30,204,24
Thursday,07:00,204,24
Thursday,07:30,204,24
Thursday,08:00,204,24
Thursday,08:30,204,24
Thursday,09:00,204,24
Thursday,09:30,204,24
Thursday,10:00,204,24
Thursday,10:30,204,24
Thursday,11:00,204,24
Thursday,11:30,204,24
Thursday,12:00,204,24
Thursday,12:30,204,24
Thursday,13:00,204,24
Thursday,13:30,204,24
Thursday,14:00,204,24
Thursday,14:30,204,24
Thursday,15:00,204,24
Thursday,15:30,204,24
Thursday,16:00,204,24
Thursday,16:30,204,24
Thursday,17:00,204,24
Thursday,17:30,204,24
Thursday,18:00,204,24
Thursday,18:30,204,24
Thursday,19:00,204,24
Thursday,19:30,204,24
Thursday,20:00,204,24
Thursday,20:30,204,24
Thursday,21:00,204,24
Thursday,21:30,204,24
Friday,07:00,204,24
Friday,07:30,204,24
Friday,08:00,204,24
Friday,08:30,204,24
Friday,09:00,204,24
Friday,09:30,204,24
Friday,10:00,204,24
Friday,10:30,204,24
Friday,11:00,204,24
Friday,11:30,204,24
Friday,12:00,204,24
Friday,12:30,204,24
Friday,13:00,204,24
Friday,13:30,204,24
Friday,14:00,204,24
Friday,14:30,204,24
Friday,15:00,204,24
Friday,15:30,204,24
Friday,16:00,204,24
Friday,16:30,204,24
Friday,17:00,204,24
Friday,17:30,204,24
Friday,18:00,204,24
Friday,18:30,204,24
Friday,19:00,204,24
Friday,19:30,204,24
Friday,20:00,204,24
Friday,20:30,204,24
Friday,21:00,204,24
Friday,21:30,204,24
Saturday,07:00,204,24
Saturday,07:30,204,24
Saturday,08:00,204,24
Saturday,08:30,204,24
Saturday,09:00,204,24
Saturday,09:30,204,24
Saturday,10:00,204,24
Saturday,10:30,204,24
Saturday,11:00,204,24
Saturday,11:30,204,24
Saturday,12:00,204,24
Saturday,12:30,204,24
Saturday,13:00,204,24
Saturday,13:30,204,24
Saturday,14:00,204,24
Saturday,14:30,204,24
Saturday,15:00,204,24
Saturday,15:30,204,24
Saturday,16:00,204,24
Saturday,16:30,204,24
Saturday,17:00,204,24
Saturday,17:30,204,24
Saturday,18:00,204,24
Saturday,18:30,204,24
Saturday,19:00,204,24
Saturday,19:30,204,24
Saturday,20:00,204,24
Saturday,20:30,204,24
Saturday,21:00,204,24
Saturday,21:30,204,24
Monday,07:00,205,20
Monday,07:30,205,20
Monday,08:00,205,20
Monday,08:30,205,20
Monday,09:00,205,20
Monday,09:30,205,20
Monday,10:00,205,20
Monday,10:30,205,20
Monday,11:00,205,20
Monday,11:30,205,20
Monday,12:00,205,20
Monday,12:30,205,20
Monday,13:00,205,20
Monday,13:30,205,20
Monday,14:00,205,20
Monday,14:30,205,20
Monday,15:00,205,20
Monday,15:30,205,20
Monday,16:00,205,20
Monday,16:30,205,20
Monday,17:00,205,20
Monday,17:30,205,20
Monday,18:00,205,20
Monday,18:30,205,20
Monday,19:00,205,20
Monday,19:30,205,20
Monday,20:00,205,20
Monday,20:30,205,20
Monday,21:00,205,20
Monday,21:30,205,20
Tuesday,07:00,205,20
Tuesday,07:30,205,20
Tuesday,08:00,205,20
Tuesday,08:30,205,20
Tuesday,09:00,205,20
Tuesday,09:30,205,20
Tuesday,10:00,205,20
Tuesday,10:30,205,20
Tuesday,11:00,205,20
Tuesday,11:30,205,20
Tuesday,12:00,205,20
Tuesday,12:30,205,20
Tuesday,13:00,205,20
Tuesday,13:30,205,20
Tuesday,14:00,205,20
Tuesday,14:30,205,20
Tuesday,15:00,205,20
Tuesday,15:30,205,20
Tuesday,16:00,205,20
Tuesday,16:30,205,20
Tuesday,17:00,205,20
Tuesday,17:30,205,20
Tuesday,18:00,205,20
Tuesday,18:30,205,20
Tuesday,19:00,205,20
Tuesday,19:30,205,20
Tuesday,20:00,205,20
Tuesday,20:30,205,20
Tuesday,21:00,205,20
Tuesday,21:30,205,20
Wednesday,07:00,205,20
Wednesday,07:30,205,20
Wednesday,08:00,205,20
Wednesday,08:30,205,20
Wednesday,09:00,205,20
Wednesday,09:30,205,20
Wednesday,10:00,205,20
Wednesday,10:30,205,20
Wednesday,11:00,205,20
Wednesday,11:30,205,20
Wednesday,12:00,205,20
Wednesday,12:30,205,20
Wednesday,13:00,205,20
Wednesday,13:30,205,20
Wednesday,14:00,205,20
Wednesday,14:30,205,20
Wednesday,15:00,205,20
Wednesday,15:30,205,20
Wednesday,16:00,205,20
Wednesday,16:30,205,20
Wednesday,17:00,205,20
Wednesday,17:30,205,20
Wednesday,18:00,205,20
Wednesday,18:30,205,20
Wednesday,19:00,205,20
Wednesday,19:30,205,20
Wednesday,20:00,205,20
Wednesday,20:30,205,20
Wednesday,21:00,205,20
Wednesday,21:30,205,20
Thursday,07:00,205,20
Thursday,07:30,205,20
Thursday,08:00,205,20
Thursday,08:30,205,20
Thursday,09:00,205,20
Thursday,09:30,205,20
Thursday,10:00,205,20
Thursday,10:30,205,20
Thursday,11:00,205,20
Thursday,11:30,205,20
Thursday,12:00,205,20
Thursday,12:30,205,20
Thursday,13:00,205,20
Thursday,13:30,205,20
Thursday,14:00,205,20
Thursday,14:30,205,20
Thursday,15:00,205,20
Thursday,15:30,205,20
Thursday,16:00,205,20
Thursday,16:30,205,20
Thursday,17:00,205,20
Thursday,17:30,205,20
Thursday,18:00,205,20
Thursday,18:30,205,20
Thursday,19:00,205,20
Thursday,19:30,205,20
Thursday,20:00,205,20
Thursday,20:30,205,20
Thursday,21:00,205,20
Thursday,21:30,205,20
Friday,07:00,205,20
Friday,07:30,205,20
Friday,08:00,205,20
Friday,08:30,205,20
Friday,09:00,205,20
Friday,09:30,205,20
Friday,10:00,205,20
Friday,10:30,205,20
Friday,11:00,205,20
Friday,11:30,205,20
Friday,12:00,205,20
Friday,12:30,205,20
Friday,13:00,205,20
Friday,13:30,205,20
Friday,14:00,205,20
Friday,14:30,205,20
Friday,15:00,205,20
Friday,15:30,205,20
Friday,16:00,205,20
Friday,16:30,205,20
Friday,17:00,205,20
Friday,17:30,205,20
Friday,18:00,205,20
Friday,18:30,205,20
Friday,19:00,205,20
Friday,19:30,205,20
Friday,20:00,205,20
Friday,20:30,205,20
Friday,21:00,205,20
Friday,21:30,205,20
Saturday,07:00,205,20
Saturday,07:30,205,20
Saturday,08:00,205,20
Saturday,08:30,205,20
Saturday,09:00,205,20
Saturday,09:30,205,20
Saturday,10:00,205,20
Saturday,10:30,205,20
Saturday,11:00,205,20
Saturday,11:30,205,20
Saturday,12:00,205,20
Saturday,12:30,205,20
Saturday,13:00,205,20
Saturday,13:30,205,20
Saturday,14:00,205,20
Saturday,14:30,205,20
Saturday,15:00,205,20
Saturday,15:30,205,20
Saturday,16:00,205,20
Saturday,16:30,205,20
Saturday,17:00,205,20
Saturday,17:30,205,20
Saturday,18:00,205,20
Saturday,18:30,205,20
Saturday,19:00,205,20
Saturday,19:30,205,20
Saturday,20:00,205,20
Saturday,20:30,205,20
Saturday,21:00,205,20
Saturday,21:30,205,20
Monday,07:00,206,25
Monday,07:30,206,25
Monday,08:00,206,25
Monday,08:30,206,25
Monday,09:00,206,25
Monday,09:30,206,25
Monday,10:00,206,25
Monday,10:30,206,25
Monday,11:00,206,25
Monday,11:30,206,25
Monday,12:00,206,25
Monday,12:30,206,25
Monday,13:00,206,25
Monday,13:30,206,25
Monday,14:00,206,25
Monday,14:30,206,25
Monday,15:00,206,25
Monday,15:30,206,25
Monday,16:00,206,25
Monday,16:30,206,25
Monday,17:00,206,25
Monday,17:30,206,25
Monday,18:00,206,25
Monday,18:30,206,25
Monday,19:00,206,25
Monday,19:30,206,25
Monday,20:00,206,25
Monday,20:30,206,25
Monday,21:00,206,25
Monday,21:30,206,25
Tuesday,07:00,206,25
Tuesday,07:30,206,25
Tuesday,08:00,206,25
Tuesday,08:30,206,25
Tuesday,09:00,206,25
Tuesday,09:30,206,25
Tuesday,10:00,206,25
Tuesday,10:30,206,25
Tuesday,11:00,206,25
Tuesday,11:30,206,25
Tuesday,12:00,206,25
Tuesday,12:30,206,25
Tuesday,13:00,206,25
Tuesday,13:30,206,25
Tuesday,14:00,206,25
Tuesday,14:30,206,25
Tuesday,15:00,206,25
Tuesday,15:30,206,25
Tuesday,16:00,206,25
Tuesday,16:30,206,25
Tuesday,17:00,206,25
Tuesday,17:30,206,25
Tuesday,18:00,206,25
Tuesday,18:30,206,25
Tuesday,19:00,206,25
Tuesday,19:30,206,25
Tuesday,20:00,206,25
Tuesday,20:30,206,25
Tuesday,21:00,206,25
Tuesday,21:30,206,25
Wednesday,07:00,206,25
Wednesday,07:30,206,25
Wednesday,08:00,206,25
Wednesday,08:30,206,25
Wednesday,09:00,206,25
Wednesday,09:30,206,25
Wednesday,10:00,206,25
Wednesday,10:30,206,25
Wednesday,11:00,206,25
Wednesday,11:30,206,25
Wednesday,12:00,206,25
Wednesday,12:30,206,25
Wednesday,13:00,206,25
Wednesday,13:30,206,25
Wednesday,14:00,206,25
Wednesday,14:30,206,25
Wednesday,15:00,206,25
Wednesday,15:30,206,25
Wednesday,16:00,206,25
Wednesday,16:30,206,25
Wednesday,17:00,206,25
Wednesday,17:30,206,25
Wednesday,18:00,206,25
Wednesday,18:30,206,25
Wednesday,19:00,206,25
Wednesday,19:30,206,25
Wednesday,20:00,206,25
Wednesday,20:30,206,25
Wednesday,21:00,206,25
Wednesday,21:30,206,25
Thursday,07:00,206,25
Thursday,07:30,206,25
Thursday,08:00,206,25
Thursday,08:30,206,25
Thursday,09:00,206,25
Thursday,09:30,206,25
Thursday,10:00,206,25
Thursday,10:30,206,25
Thursday,11:00,206,25
Thursday,11:30,206,25
Thursday,12:00,206,25
Thursday,12:30,206,25
Thursday,13:00,206,25
Thursday,13:30,206,25
Thursday,14:00,206,25
Thursday,14:30,206,25
Thursday,15:00,206,25
Thursday,15:30,206,25
Thursday,16:00,206,25
Thursday,16:30,206,25
Thursday,17:00,206,25
Thursday,17:30,206,25
Thursday,18:00,206,25
Thursday,18:30,206,25
Thursday,19:00,206,25
Thursday,19:30,206,25
Thursday,20:00,206,25
Thursday,20:30,206,25
Thursday,21:00,206,25
Thursday,21:30,206,25
Friday,07:00,206,25
Friday,07:30,206,25
Friday,08:00,206,25
Friday,08:30,206,25
Friday,09:00,206,25
Friday,09:30,206,25
Friday,10:00,206,25
Friday,10:30,206,25
Friday,11:00,206,25
Friday,11:30,206,25
Friday,12:00,206,25
Friday,12:30,206,25
Friday,13:00,206,25
Friday,13:30,206,25
Friday,14:00,206,25
Friday,14:30,206,25
Friday,15:00,206,25
Friday,15:30,206,25
Friday,16:00,206,25
Friday,16:30,206,25
Friday,17:00,206,25
Friday,17:30,206,25
Friday,18:00,206,25
Friday,18:30,206,25
Friday,19:00,206,25
Friday,19:30,206,25
Friday,20:00,206,25
Friday,20:30,206,25
Friday,21:00,206,25
Friday,21:30,206,25
Saturday,07:00,206,25
Saturday,07:30,206,25
Saturday,08:00,206,25
Saturday,08:30,206,25
Saturday,09:00,206,25
Saturday,09:30,206,25
Saturday,10:00,206,25
Saturday,10:30,206,25
Saturday,11:00,206,25
Saturday,11:30,206,25
Saturday,12:00,206,25
Saturday,12:30,206,25
Saturday,13:00,206,25
Saturday,13:30,206,25
Saturday,14:00,206,25
Saturday,14:30,206,25
Saturday,15:00,206,25
Saturday,15:30,206,25
Saturday,16:00,206,25
Saturday,16:30,206,25
Saturday,17:00,206,25
Saturday,17:30,206,25
Saturday,18:00,206,25
Saturday,18:30,206,25
Saturday,19:00,206,25
Saturday,19:30,206,25
Saturday,20:00,206,25
Saturday,20:30,206,25
Saturday,21:00,206,25
Saturday,21:30,206,25
Monday,07:00,209,50
Monday,07:30,209,50
Monday,08:00,209,50
Monday,08:30,209,50
Monday,09:00,209,50
Monday,09:30,209,50
Monday,10:00,209,50
Monday,10:30,209,50
Monday,11:00,209,50
Monday,11:30,209,50
Monday,12:00,209,50
Monday,12:30,209,50
Monday,13:00,209,50
Monday,13:30,209,50
Monday,14:00,209,50
Monday,14:30,209,50
Monday,15:00,209,50
Monday,15:30,209,50
Monday,16:00,209,50
Monday,16:30,209,50
Monday,17:00,209,50
Monday,17:30,209,50
Monday,18:00,209,50
Monday,18:30,209,50
Monday,19:00,209,50
Monday,19:30,209,50
Monday,20:00,209,50
Monday,20:30,209,50
Monday,21:00,209,50
Monday,21:30,209,50
Tuesday,07:00,209,50
Tuesday,07:30,209,50
Tuesday,08:00,209,50
Tuesday,08:30,209,50
Tuesday,09:00,209,50
Tuesday,09:30,209,50
Tuesday,10:00,209,50
Tuesday,10:30,209,50
Tuesday,11:00,209,50
Tuesday,11:30,209,50
Tuesday,12:00,209,50
Tuesday,12:30,209,50
Tuesday,13:00,209,50
Tuesday,13:30,209,50
Tuesday,14:00,209,50
Tuesday,14:30,209,50
Tuesday,15:00,209,50
Tuesday,15:30,209,50
Tuesday,16:00,209,50
Tuesday,16:30,209,50
Tuesday,17:00,209,50
Tuesday,17:30,209,50
Tuesday,18:00,209,50
Tuesday,18:30,209,50
Tuesday,19:00,209,50
Tuesday,19:30,209,50
Tuesday,20:00,209,50
Tuesday,20:30,209,50
Tuesday,21:00,209,50
Tuesday,21:30,209,50
Wednesday,07:00,209,50
Wednesday,07:30,209,50
Wednesday,08:00,209,50
Wednesday,08:30,209,50
Wednesday,09:00,209,50
Wednesday,09:30,209,50
Wednesday,10:00,209,50
Wednesday,10:30,209,50
Wednesday,11:00,209,50
Wednesday,11:30,209,50
Wednesday,12:00,209,50
Wednesday,12:30,209,50
Wednesday,13:00,209,50
Wednesday,13:30,209,50
Wednesday,14:00,209,50
Wednesday,14:30,209,50
Wednesday,15:00,209,50
Wednesday,15:30,209,50
Wednesday,16:00,209,50
Wednesday,16:30,209,50
Wednesday,17:00,209,50
Wednesday,17:30,209,50
Wednesday,18:00,209,50
Wednesday,18:30,209,50
Wednesday,19:00,209,50
Wednesday,19:30,209,50
Wednesday,20:00,209,50
Wednesday,20:30,209,50
Wednesday,21:00,209,50
Wednesday,21:30,209,50
Thursday,07:00,209,50
Thursday,07:30,209,50
Thursday,08:00,209,50
Thursday,08:30,209,50
Thursday,09:00,209,50
Thursday,09:30,209,50
Thursday,10:00,209,50
Thursday,10:30,209,50
Thursday,11:00,209,50
Thursday,11:30,209,50
Thursday,12:00,209,50
Thursday,12:30,209,50
Thursday,13:00,209,50
Thursday,13:30,209,50
Thursday,14:00,209,50
Thursday,14:30,209,50
Thursday,15:00,209,50
Thursday,15:30,209,50
Thursday,16:00,209,50
Thursday,16:30,209,50
Thursday,17:00,209,50
Thursday,17:30,209,50
Thursday,18:00,209,50
Thursday,18:30,209,50
Thursday,19:00,209,50
Thursday,19:30,209,50
Thursday,20:00,209,50
Thursday,20:30,209,50
Thursday,21:00,209,50
Thursday,21:30,209,50
Friday,07:00,209,50
Friday,07:30,209,50
Friday,08:00,209,50
Friday,08:30,209,50
Friday,09:00,209,50
Friday,09:30,209,50
Friday,10:00,209,50
Friday,10:30,209,50
Friday,11:00,209,50
Friday,11:30,209,50
Friday,12:00,209,50
Friday,12:30,209,50
Friday,13:00,209,50
Friday,13:30,209,50
Friday,14:00,209,50
Friday,14:30,209,50
Friday,15:00,209,50
Friday,15:30,209,50
Friday,16:00,209,50
Friday,16:30,209,50
Friday,17:00,209,50
Friday,17:30,209,50
Friday,18:00,209,50
Friday,18:30,209,50
Friday,19:00,209,50
Friday,19:30,209,50
Friday,20:00,209,50
Friday,20:30,209,50
Friday,21:00,209,50
Friday,21:30,209,50
Saturday,07:00,209,50
Saturday,07:30,209,50
Saturday,08:00,209,50
Saturday,08:30,209,50
Saturday,09:00,209,50
Saturday,09:30,209,50
Saturday,10:00,209,50
Saturday,10:30,209,50
Saturday,11:00,209,50
Saturday,11:30,209,50
Saturday,12:00,209,50
Saturday,12:30,209,50
Saturday,13:00,209,50
Saturday,13:30,209,50
Saturday,14:00,209,50
Saturday,14:30,209,50
Saturday,15:00,209,50
Saturday,15:30,209,50
Saturday,16:00,209,50
Saturday,16:30,209,50
Saturday,17:00,209,50
Saturday,17:30,209,50
Saturday,18:00,209,50
Saturday,18:30,209,50
Saturday,19:00,209,50
Saturday,19:30,209,50
Saturday,20:00,209,50
Saturday,20:30,209,50
Saturday,21:00,209,50
Saturday,21:30,209,50
Monday,07:00,210,50
Monday,07:30,210,50
Monday,08:00,210,50
Monday,08:30,210,50
Monday,09:00,210,50
Monday,09:30,210,50
Monday,10:00,210,50
Monday,10:30,210,50
Monday,11:00,210,50
Monday,11:30,210,50
Monday,12:00,210,50
